time,longitude,latitude,pm25_rh35_gcc
2021-09-01 00:30:00,29.75,-2.25,94.44034
2021-09-01 00:30:00,29.75,-2.0,96.81534
2021-09-01 00:30:00,29.75,-1.75,77.94034
2021-09-01 00:30:00,30.0,-2.25,109.69034
2021-09-01 00:30:00,30.0,-2.0,118.69034
2021-09-01 00:30:00,30.0,-1.75,104.69034
2021-09-01 00:30:00,30.25,-2.25,70.94034
2021-09-01 00:30:00,30.25,-2.0,85.06534
2021-09-01 00:30:00,30.25,-1.75,76.44034
2021-09-01 00:30:00,30.5,-2.25,57.75284
2021-09-01 00:30:00,30.5,-2.0,46.19034
2021-09-01 00:30:00,30.5,-1.75,50.56534
2021-09-01 01:30:00,29.75,-2.25,94.311874
2021-09-01 01:30:00,29.75,-2.0,86.561874
2021-09-01 01:30:00,29.75,-1.75,74.436874
2021-09-01 01:30:00,30.0,-2.25,111.311874
2021-09-01 01:30:00,30.0,-2.0,121.061874
2021-09-01 01:30:00,30.0,-1.75,103.686874
2021-09-01 01:30:00,30.25,-2.25,63.24938
2021-09-01 01:30:00,30.25,-2.0,88.561874
2021-09-01 01:30:00,30.25,-1.75,79.186874
2021-09-01 01:30:00,30.5,-2.25,56.18688
2021-09-01 01:30:00,30.5,-2.0,46.56188
2021-09-01 01:30:00,30.5,-1.75,52.93688
2021-09-01 02:30:00,29.75,-2.25,96.80978
2021-09-01 02:30:00,29.75,-2.0,71.68478
2021-09-01 02:30:00,29.75,-1.75,58.997272
2021-09-01 02:30:00,30.0,-2.25,113.68478
2021-09-01 02:30:00,30.0,-2.0,122.80978
2021-09-01 02:30:00,30.0,-1.75,104.18478
2021-09-01 02:30:00,30.25,-2.25,59.997272
2021-09-01 02:30:00,30.25,-2.0,92.80978
2021-09-01 02:30:00,30.25,-1.75,80.55978
2021-09-01 02:30:00,30.5,-2.25,48.434772
2021-09-01 02:30:00,30.5,-2.0,45.309772
2021-09-01 02:30:00,30.5,-1.75,50.184772
2021-09-01 03:30:00,29.75,-2.25,101.436806
2021-09-01 03:30:00,29.75,-2.0,68.936806
2021-09-01 03:30:00,29.75,-1.75,61.874302
2021-09-01 03:30:00,30.0,-2.25,112.061806
2021-09-01 03:30:00,30.0,-2.0,126.436806
2021-09-01 03:30:00,30.0,-1.75,106.811806
2021-09-01 03:30:00,30.25,-2.25,56.936802
2021-09-01 03:30:00,30.25,-2.0,93.686806
2021-09-01 03:30:00,30.25,-1.75,79.686806
2021-09-01 03:30:00,30.5,-2.25,47.999302
2021-09-01 03:30:00,30.5,-2.0,41.249302
2021-09-01 03:30:00,30.5,-1.75,47.686802
2021-09-01 04:30:00,29.75,-2.25,104.9321
2021-09-01 04:30:00,29.75,-2.0,71.5571
2021-09-01 04:30:00,29.75,-1.75,60.0571
2021-09-01 04:30:00,30.0,-2.25,105.9321
2021-09-01 04:30:00,30.0,-2.0,126.6821
2021-09-01 04:30:00,30.0,-1.75,106.5571
2021-09-01 04:30:00,30.25,-2.25,54.1196
2021-09-01 04:30:00,30.25,-2.0,89.5571
2021-09-01 04:30:00,30.25,-1.75,71.8071
2021-09-01 04:30:00,30.5,-2.25,48.9321
2021-09-01 04:30:00,30.5,-2.0,40.9321
2021-09-01 04:30:00,30.5,-1.75,44.2446
2021-09-01 05:30:00,29.75,-2.25,89.6796
2021-09-01 05:30:00,29.75,-2.0,72.0546
2021-09-01 05:30:00,29.75,-1.75,58.6171
2021-09-01 05:30:00,30.0,-2.25,86.0546
2021-09-01 05:30:00,30.0,-2.0,80.4296
2021-09-01 05:30:00,30.0,-1.75,54.8671
2021-09-01 05:30:00,30.25,-2.25,49.1796
2021-09-01 05:30:00,30.25,-2.0,47.8046
2021-09-01 05:30:00,30.25,-1.75,43.5546
2021-09-01 05:30:00,30.5,-2.25,45.2421
2021-09-01 05:30:00,30.5,-2.0,38.4296
2021-09-01 05:30:00,30.5,-1.75,37.4921
2021-09-01 06:30:00,29.75,-2.25,74.30547
2021-09-01 06:30:00,29.75,-2.0,65.80547
2021-09-01 06:30:00,29.75,-1.75,56.305473
2021-09-01 06:30:00,30.0,-2.25,60.055473
2021-09-01 06:30:00,30.0,-2.0,57.867973
2021-09-01 06:30:00,30.0,-1.75,49.680473
2021-09-01 06:30:00,30.25,-2.25,43.617973
2021-09-01 06:30:00,30.25,-2.0,39.617973
2021-09-01 06:30:00,30.25,-1.75,39.742973
2021-09-01 06:30:00,30.5,-2.25,42.055473
2021-09-01 06:30:00,30.5,-2.0,38.117973
2021-09-01 06:30:00,30.5,-1.75,36.555473
2021-09-01 07:30:00,29.75,-2.25,60.99696
2021-09-01 07:30:00,29.75,-2.0,60.05946
2021-09-01 07:30:00,29.75,-1.75,56.43446
2021-09-01 07:30:00,30.0,-2.25,47.18446
2021-09-01 07:30:00,30.0,-2.0,49.24696
2021-09-01 07:30:00,30.0,-1.75,47.99696
2021-09-01 07:30:00,30.25,-2.25,41.93446
2021-09-01 07:30:00,30.25,-2.0,39.24696
2021-09-01 07:30:00,30.25,-1.75,38.68446
2021-09-01 07:30:00,30.5,-2.25,41.37196
2021-09-01 07:30:00,30.5,-2.0,39.12196
2021-09-01 07:30:00,30.5,-1.75,37.24696
2021-09-01 08:30:00,29.75,-2.25,52.435562
2021-09-01 08:30:00,29.75,-2.0,54.935562
2021-09-01 08:30:00,29.75,-1.75,54.373062
2021-09-01 08:30:00,30.0,-2.25,43.310562
2021-09-01 08:30:00,30.0,-2.0,45.623062
2021-09-01 08:30:00,30.0,-1.75,45.623062
2021-09-01 08:30:00,30.25,-2.25,41.623062
2021-09-01 08:30:00,30.25,-2.0,40.498062
2021-09-01 08:30:00,30.25,-1.75,38.623062
2021-09-01 08:30:00,30.5,-2.25,40.810562
2021-09-01 08:30:00,30.5,-2.0,39.935562
2021-09-01 08:30:00,30.5,-1.75,38.123062
2021-09-01 09:30:00,29.75,-2.25,48.125572
2021-09-01 09:30:00,29.75,-2.0,49.938072
2021-09-01 09:30:00,29.75,-1.75,50.375572
2021-09-01 09:30:00,30.0,-2.25,41.875572
2021-09-01 09:30:00,30.0,-2.0,43.250572
2021-09-01 09:30:00,30.0,-1.75,42.438072
2021-09-01 09:30:00,30.25,-2.25,41.125572
2021-09-01 09:30:00,30.25,-2.0,40.625572
2021-09-01 09:30:00,30.25,-1.75,38.063072
2021-09-01 09:30:00,30.5,-2.25,39.688072
2021-09-01 09:30:00,30.5,-2.0,39.875572
2021-09-01 09:30:00,30.5,-1.75,38.438072
2021-09-01 10:30:00,29.75,-2.25,44.876724
2021-09-01 10:30:00,29.75,-2.0,45.689224
2021-09-01 10:30:00,29.75,-1.75,45.251724
2021-09-01 10:30:00,30.0,-2.25,40.689224
2021-09-01 10:30:00,30.0,-2.0,42.314224
2021-09-01 10:30:00,30.0,-1.75,40.626724
2021-09-01 10:30:00,30.25,-2.25,39.939224
2021-09-01 10:30:00,30.25,-2.0,40.689224
2021-09-01 10:30:00,30.25,-1.75,38.626724
2021-09-01 10:30:00,30.5,-2.25,37.751724
2021-09-01 10:30:00,30.5,-2.0,38.751724
2021-09-01 10:30:00,30.5,-1.75,37.564224
2021-09-01 11:30:00,29.75,-2.25,42.940926
2021-09-01 11:30:00,29.75,-2.0,43.815926
2021-09-01 11:30:00,29.75,-1.75,42.440926
2021-09-01 11:30:00,30.0,-2.25,39.565926
2021-09-01 11:30:00,30.0,-2.0,42.128426
2021-09-01 11:30:00,30.0,-1.75,39.440926
2021-09-01 11:30:00,30.25,-2.25,38.628426
2021-09-01 11:30:00,30.25,-2.0,40.065926
2021-09-01 11:30:00,30.25,-1.75,38.815926
2021-09-01 11:30:00,30.5,-2.25,35.690926
2021-09-01 11:30:00,30.5,-2.0,36.878426
2021-09-01 11:30:00,30.5,-1.75,36.003426
2021-09-01 12:30:00,29.75,-2.25,41.693134
2021-09-01 12:30:00,29.75,-2.0,43.818134
2021-09-01 12:30:00,29.75,-1.75,42.755634
2021-09-01 12:30:00,30.0,-2.25,38.505634
2021-09-01 12:30:00,30.0,-2.0,42.380634
2021-09-01 12:30:00,30.0,-1.75,40.755634
2021-09-01 12:30:00,30.25,-2.25,37.318134
2021-09-01 12:30:00,30.25,-2.0,38.943134
2021-09-01 12:30:00,30.25,-1.75,38.880634
2021-09-01 12:30:00,30.5,-2.25,33.880634
2021-09-01 12:30:00,30.5,-2.0,34.755634
2021-09-01 12:30:00,30.5,-1.75,34.318134
2021-09-01 13:30:00,29.75,-2.25,41.132416
2021-09-01 13:30:00,29.75,-2.0,44.694916
2021-09-01 13:30:00,29.75,-1.75,44.569916
2021-09-01 13:30:00,30.0,-2.25,37.632416
2021-09-01 13:30:00,30.0,-2.0,42.757416
2021-09-01 13:30:00,30.0,-1.75,42.194916
2021-09-01 13:30:00,30.25,-2.25,36.132416
2021-09-01 13:30:00,30.25,-2.0,37.569916
2021-09-01 13:30:00,30.25,-1.75,38.569916
2021-09-01 13:30:00,30.5,-2.25,32.382416
2021-09-01 13:30:00,30.5,-2.0,33.007416
2021-09-01 13:30:00,30.5,-1.75,32.632416
2021-09-01 14:30:00,29.75,-2.25,40.630085
2021-09-01 14:30:00,29.75,-2.0,45.442585
2021-09-01 14:30:00,29.75,-1.75,47.130085
2021-09-01 14:30:00,30.0,-2.25,37.067585
2021-09-01 14:30:00,30.0,-2.0,42.630085
2021-09-01 14:30:00,30.0,-1.75,42.567585
2021-09-01 14:30:00,30.25,-2.25,35.067585
2021-09-01 14:30:00,30.25,-2.0,35.630085
2021-09-01 14:30:00,30.25,-1.75,37.380085
2021-09-01 14:30:00,30.5,-2.25,31.442587
2021-09-01 14:30:00,30.5,-2.0,31.567587
2021-09-01 14:30:00,30.5,-1.75,31.067587
2021-09-01 15:30:00,29.75,-2.25,39.377388
2021-09-01 15:30:00,29.75,-2.0,46.439888
2021-09-01 15:30:00,29.75,-1.75,48.564888
2021-09-01 15:30:00,30.0,-2.25,36.127388
2021-09-01 15:30:00,30.0,-2.0,40.939888
2021-09-01 15:30:00,30.0,-1.75,42.002388
2021-09-01 15:30:00,30.25,-2.25,33.752388
2021-09-01 15:30:00,30.25,-2.0,33.814888
2021-09-01 15:30:00,30.25,-1.75,35.689888
2021-09-01 15:30:00,30.5,-2.25,30.564888
2021-09-01 15:30:00,30.5,-2.0,30.689888
2021-09-01 15:30:00,30.5,-1.75,29.221138
2021-09-01 16:30:00,29.75,-2.25,38.626022
2021-09-01 16:30:00,29.75,-2.0,46.813522
2021-09-01 16:30:00,29.75,-1.75,49.938522
2021-09-01 16:30:00,30.0,-2.25,36.501022
2021-09-01 16:30:00,30.0,-2.0,39.563522
2021-09-01 16:30:00,30.0,-1.75,42.501022
2021-09-01 16:30:00,30.25,-2.25,33.376022
2021-09-01 16:30:00,30.25,-2.0,33.063522
2021-09-01 16:30:00,30.25,-1.75,34.626022
2021-09-01 16:30:00,30.5,-2.25,31.282272
2021-09-01 16:30:00,30.5,-2.0,30.844772
2021-09-01 16:30:00,30.5,-1.75,28.157272
2021-09-01 17:30:00,29.75,-2.25,39.939484
2021-09-01 17:30:00,29.75,-2.0,45.876984
2021-09-01 17:30:00,29.75,-1.75,51.064484
2021-09-01 17:30:00,30.0,-2.25,38.314484
2021-09-01 17:30:00,30.0,-2.0,41.064484
2021-09-01 17:30:00,30.0,-1.75,42.189484
2021-09-01 17:30:00,30.25,-2.25,34.001984
2021-09-01 17:30:00,30.25,-2.0,34.751984
2021-09-01 17:30:00,30.25,-1.75,33.439484
2021-09-01 17:30:00,30.5,-2.25,32.626984
2021-09-01 17:30:00,30.5,-2.0,31.845734
2021-09-01 17:30:00,30.5,-1.75,27.595734
2021-09-01 18:30:00,29.75,-2.25,41.314846
2021-09-01 18:30:00,29.75,-2.0,44.377346
2021-09-01 18:30:00,29.75,-1.75,50.939846
2021-09-01 18:30:00,30.0,-2.25,40.627346
2021-09-01 18:30:00,30.0,-2.0,40.189846
2021-09-01 18:30:00,30.0,-1.75,41.252346
2021-09-01 18:30:00,30.25,-2.25,35.439846
2021-09-01 18:30:00,30.25,-2.0,36.252346
2021-09-01 18:30:00,30.25,-1.75,32.564846
2021-09-01 18:30:00,30.5,-2.25,34.377346
2021-09-01 18:30:00,30.5,-2.0,32.439846
2021-09-01 18:30:00,30.5,-1.75,27.346096
2021-09-01 19:30:00,29.75,-2.25,38.313435
2021-09-01 19:30:00,29.75,-2.0,43.188435
2021-09-01 19:30:00,29.75,-1.75,50.375935
2021-09-01 19:30:00,30.0,-2.25,42.313435
2021-09-01 19:30:00,30.0,-2.0,36.750935
2021-09-01 19:30:00,30.0,-1.75,40.625935
2021-09-01 19:30:00,30.25,-2.25,37.188435
2021-09-01 19:30:00,30.25,-2.0,33.125935
2021-09-01 19:30:00,30.25,-1.75,32.125935
2021-09-01 19:30:00,30.5,-2.25,36.313435
2021-09-01 19:30:00,30.5,-2.0,30.938435
2021-09-01 19:30:00,30.5,-1.75,27.282185
2021-09-01 20:30:00,29.75,-2.25,40.685658
2021-09-01 20:30:00,29.75,-2.0,43.248158
2021-09-01 20:30:00,29.75,-1.75,49.248158
2021-09-01 20:30:00,30.0,-2.25,44.498158
2021-09-01 20:30:00,30.0,-2.0,38.560658
2021-09-01 20:30:00,30.0,-1.75,40.935658
2021-09-01 20:30:00,30.25,-2.25,38.873158
2021-09-01 20:30:00,30.25,-2.0,33.748158
2021-09-01 20:30:00,30.25,-1.75,32.248158
2021-09-01 20:30:00,30.5,-2.25,37.998158
2021-09-01 20:30:00,30.5,-2.0,29.74816
2021-09-01 20:30:00,30.5,-1.75,27.49816
2021-09-01 21:30:00,29.75,-2.25,44.49595
2021-09-01 21:30:00,29.75,-2.0,45.43345
2021-09-01 21:30:00,29.75,-1.75,48.05845
2021-09-01 21:30:00,30.0,-2.25,47.37095
